entidad,delitos,cauptrtt,cauptr1,cauptr2,cauptr3,cauptr4,cauptr5,cauptr6
"24",60203,"0","0","0","","0","0",""
"24",60209,"0","0","0","","0","0",""
"24",60299,"","","","","","",""
"24",60300,"0","0","0","","0","0",""
"24",60400,"0","0","0","","0","0",""
"24",60900,"0","0","0","","0","0",""
"24",70100,"19","0","0","","13","NSS","6"
"24",70101,"13","0","0","","8","NSS","5"
"24",70102,"4","0","0","","4","0",""
"24",70103,"NSS","0","0","","NSS","NSS",""
"24",70104,"NSS","0","0","","NSS","NSS",""
"24",70109,"NSS","0","0","","NSS","NSS",""
"24",70199,"2","","","","1","","1"
"24",70200,"NA","NA","NA","","NA","NA",""
"24",70201,"NA","NA","NA","","NA","NA",""
"24",70202,"NA","NA","NA","","NA","NA",""
"24",70203,"NA","NA","NA","","NA","NA",""
"24",70204,"NA","NA","NA","","NA","NA",""
"24",70205,"NA","NA","NA","","NA","NA",""
"24",70206,"NA","NA","NA","","NA","NA",""
"24",70209,"NA","NA","NA","","NA","NA",""
"24",70299,"","","","","","",""
"24",70300,"0","0","0","","0","0",""
"24",70400,"2","0","0","","1","NSS","1"
"24",70500,"NA","NA","NA","","NA","NA",""
"24",70600,"NA","NA","NA","","NA","NA",""
"24",70900,"0","0","0","","0","0",""
"24",80100,"0","0","0","","0","0",""
"24",80101,"0","0","0","","0","0",""
"24",80102,"0","0","0","","0","0",""
"24",80103,"0","0","0","","0","0",""
"24",80104,"0","0","0","","0","0",""
"24",80105,"0","0","0","","0","0",""
"24",80106,"0","0","0","","0","0",""
"24",80107,"0","0","0","","0","0",""
"24",80109,"0","0","0","","0","0",""
"24",80199,"","","","","","",""
"24",80200,"0","0","0","","0","0",""
"24",80201,"NA","NA","NA","","NA","NA",""
"24",80209,"0","0","0","","0","0",""
"24",80299,"","","","","","",""
"24",80300,"0","0","0","","0","0",""
"24",80400,"0","0","0","","0","0",""
"24",80900,"0","0","0","","0","0",""
"24",90100,"15","15","0","","0","0",""
"24",90200,"8","7","0","","1","0",""
"24",90300,"1","0","0","","1","0",""
"24",90400,"0","0","0","","0","0",""
"24",90500,"0","0","0","","0","0",""
"24",90501,"0","0","0","","0","0",""
"24",90502,"0","0","0","","0","0",""
"24",90503,"0","0","0","","0","0",""
"24",90509,"0","0","0","","0","0",""
"24",90599,"","","","","","",""
"24",90600,"0","0","0","","0","0",""
"24",90700,"NA","NA","NA","","NA","NA",""
"24",90701,"NA","NA","NA","","NA","NA",""
"24",90709,"NA","NA","NA","","NA","NA",""
"24",90799,"","","","","","",""
"24",90800,"NA","NA","NA","","NA","NA",""
"24",90900,"0","0","0","","0","0",""
"24",91000,"0","0","0","","0","0",""
"24",91100,"0","0","0","","0","0",""
"24",91200,"0","0","0","","0","0",""
"24",91300,"0","0","0","","0","0",""
"24",91400,"0","0","0","","0","0",""
"24",91500,"0","0","0","","0","0",""
"24",91600,"0","0","0","","0","0",""
"24",91900,"9","0","0","","7","NSS","2"
"24",999999,"","","","","","",""
"25",10100,"28","0","0","","1","27",""
"25",10200,"5","0","0","","2","3",""
"25",10300,"0","0","0","","0","0",""
"25",10400,"74","0","0","","0","74",""
"25",10900,"0","0","0","","0","0",""
"25",20100,"2","0","0","","0","2",""
"25",20200,"0","0","0","","0","0",""
"25",20300,"0","0","0","","0","0",""
"25",20400,"0","0","0","","0","0",""
"25",20500,"0","0","0","","0","0",""
"25",20600,"1","0","0","","0","1",""
"25",20601,"NSS","0","0","","0","NSS",""
"25",20602,"NSS","0","0","","0","NSS",""
"25",20603,"NSS","0","0","","0","NSS",""
"25",20604,"NSS","0","0","","0","NSS",""
"25",20609,"NSS","0","0","","0","NSS",""
"25",20699,"1","","","","","1",""
"25",20900,"0","0","0","","0","0",""
"25",30100,"21","0","0","","0","21",""
"25",30200,"0","0","0","","0","0",""
"25",30300,"0","0","0","","0","0",""
"25",30400,"9","0","0","","1","8",""
"25",30500,"1","0","0","","0","1",""
"25",30600,"1","0","0","","0","1",""
"25",30700,"0","0","0","","0","0",""
"25",30900,"0","0","0","","0","0",""
"25",40100,"56","0","0","","1","55",""
"25",40101,"NSS","0","0","","NSS","NSS",""
"25",40102,"NSS","0","0","","NSS","NSS",""
"25",40103,"17","0","0","","0","17",""
"25",40104,"NSS","0","0","","NSS","NSS",""
"25",40105,"NSS","0","0","","NSS","NSS",""
"25",40106,"NSS","0","0","","NSS","NSS",""
"25",40107,"NSS","0","0","","NSS","NSS",""
"25",40108,"NSS","0","0","","NSS","NSS",""
"25",40109,"NSS","0","0","","NSS","NSS",""
"25",40110,"NSS","0","0","","NSS","NSS",""
"25",40111,"NSS","0","0","","NSS","NSS",""
"25",40112,"NSS","0","0","","NSS","NSS",""
"25",40113,"NSS","0","0","","NSS","NSS",""
"25",40114,"NSS","0","0","","NSS","NSS",""
"25",40115,"NSS","0","0","","NSS","NSS",""
"25",40116,"NSS","0","0","","NSS","NSS",""
"25",40119,"NSS","0","0","","NSS","NSS",""
"25",40199,"39","","","","1","38",""
"25",40200,"0","0","0","","0","0",""
"25",40300,"4","0","0","","0","4",""
"25",40400,"1","0","0","","0","1",""
"25",40500,"1","0","0","","0","1",""
"25",40501,"NSS","0","0","","0","NSS",""
"25",40509,"NSS","0","0","","0","NSS",""
"25",40599,"1","","","","","1",""
"25",40600,"12","0","0","","0","12",""
"25",40700,"0","0","0","","0","0",""
"25",40900,"0","0","0","","0","0",""
"25",50100,"144","0","0","","0","144",""
"25",50200,"4","0","0","","0","4",""
"25",50900,"0","0","0","","0","0",""
"25",60100,"0","0","0","","0","0",""
"25",60101,"0","0","0","","0","0",""
"25",60102,"0","0","0","","0","0",""
"25",60103,"0","0","0","","0","0",""
"25",60104,"0","0","0","","0","0",""
"25",60105,"0","0","0","","0","0",""
"25",60106,"0","0","0","","0","0",""
"25",60109,"0","0","0","","0","0",""
"25",60199,"","","","","","",""
"25",60200,"0","0","0","","0","0",""
"25",60201,"0","0","0","","0","0",""
"25",60202,"0","0","0","","0","0",""
"25",60203,"0","0","0","","0","0",""
"25",60209,"0","0","0","","0","0",""
"25",60299,"","","","","","",""
"25",60300,"0","0","0","","0","0",""
"25",60400,"0","0","0","","0","0",""
"25",60900,"0","0","0","","0","0",""
"25",70100,"47","0","0","","0","47",""
"25",70101,"0","0","0","","0","0",""
"25",70102,"47","0","0","","0","47",""
"25",70103,"0","0","0","","0","0",""
"25",70104,"0","0","0","","0","0",""
"25",70109,"0","0","0","","0","0",""
"25",70199,"","","","","","",""
"25",70200,"0","0","0","","0","0",""
"25",70201,"0","0","0","","0","0",""
"25",70202,"0","0","0","","0","0",""
"25",70203,"0","0","0","","0","0",""
"25",70204,"0","0","0","","0","0",""
"25",70205,"0","0","0","","0","0",""
"25",70206,"0","0","0","","0","0",""
"25",70209,"0","0","0","","0","0",""
"25",70299,"","","","","","",""
"25",70300,"0","0","0","","0","0",""
"25",70400,"1","0","0","","0","1",""
"25",70500,"0","0","0","","0","0",""
"25",70600,"0","0","0","","0","0",""
"25",70900,"0","0","0","","0","0",""
"25",80100,"0","0","0","","0","0",""
"25",80101,"0","0","0","","0","0",""
"25",80102,"0","0","0","","0","0",""
"25",80103,"0","0","0","","0","0",""
"25",80104,"0","0","0","","0","0",""
"25",80105,"0","0","0","","0","0",""
"25",80106,"0","0","0","","0","0",""
"25",80107,"0","0","0","","0","0",""
"25",80109,"0","0","0","","0","0",""
"25",80199,"","","","","","",""
"25",80200,"0","0","0","","0","0",""
"25",80201,"0","0","0","","0","0",""
"25",80209,"0","0","0","","0","0",""
"25",80299,"","","","","","",""
"25",80300,"0","0","0","","0","0",""
"25",80400,"0","0","0","","0","0",""
"25",80900,"0","0","0","","0","0",""
"25",90100,"2","0","0","","0","2",""
"25",90200,"0","0","0","","0","0",""
"25",90300,"0","0","0","","0","0",""
"25",90400,"3","0","0","","0","3",""
"25",90500,"0","0","0","","0","0",""
"25",90501,"0","0","0","","0","0",""
"25",90502,"0","0","0","","0","0",""
"25",90503,"0","0","0","","0","0",""
"25",90509,"0","0","0","","0","0",""
"25",90599,"","","","","","",""
"25",90600,"0","0","0","","0","0",""
"25",90700,"0","0","0","","0","0",""
"25",90701,"0","0","0","","0","0",""
"25",90709,"0","0","0","","0","0",""
"25",90799,"","","","","","",""
"25",90800,"0","0","0","","0","0",""
"25",90900,"0","0","0","","0","0",""
"25",91000,"0","0","0","","0","0",""
"25",91100,"0","0","0","","0","0",""
"25",91200,"0","0","0","","0","0",""
"25",91300,"0","0","0","","0","0",""
"25",91400,"0","0","0","","0","0",""
"25",91500,"0","0","0","","0","0",""
"25",91600,"0","0","0","","0","0",""
"25",91900,"1","0","0","","0","1",""
"25",999999,"33","","","","","","33"
"26",10100,"156","104","26","","21","3","2"
"26",10200,"24","9","3","","2","6","4"
"26",10300,"0","0","0","","0","0",""
"26",10400,"173","135","0","","37","NSS","1"
"26",10900,"0","0","0","","0","0",""
"26",20100,"24","15","1","","7","NSS","1"
"26",20200,"0","0","0","","0","0",""
"26",20300,"2","1","0","","NSS","NSS","1"
"26",20400,"0","0","0","","0","0",""
"26",20500,"0","0","0","","0","0",""
"26",20600,"26","25","0","","1","0",""
"26",20601,"NSS","NSS","0","","0","0",""
"26",20602,"1","NSS","0","","1","0",""
"26",20603,"NSS","NSS","0","","0","0",""
"26",20604,"NSS","NSS","0","","0","0",""
"26",20609,"NSS","NSS","0","","0","0",""
"26",20699,"25","25","","","","",""
"26",20900,"0","0","0","","0","0",""
"26",30100,"62","57","0","","5","0",""
"26",30200,"0","0","0","","0","0",""
"26",30300,"0","0","0","","0","0",""
"26",30400,"44","30","3","","8","1","2"
"26",30500,"10","8","1","","NSS","NSS","1"
"26",30600,"10","9","0","","1","0",""
"26",30700,"0","0","0","","0","0",""
"26",30900,"1","0","0","","1","0",""
"26",40100,"373","315","8","","42","2","6"
"26",40101,"NSS","NSS","0","","NSS","0",""
"26",40102,"53","44","2","","5","2",""
"26",40103,"85","71","1","","13","0",""
"26",40104,"NSS","NSS","0","","NSS","0",""
"26",40105,"NSS","NSS","0","","NSS","0",""
"26",40106,"1","NSS","0","","1","0",""
"26",40107,"NSS","NSS","0","","NSS","0",""
"26",40108,"NSS","NSS","0","","NSS","0",""
"26",40109,"NSS","NSS","0","","NSS","0",""
"26",40110,"2","2","0","","NSS","0",""
"26",40111,"NSS","NSS","0","","NSS","0",""
"26",40112,"NSS","NSS","0","","NSS","0",""
"26",40113,"41","35","1","","5","0",""
"26",40114,"2","2","0","","NSS","0",""
"26",40115,"11","7","0","","3","NSS","1"
"26",40116,"NSS","NSS","0","","NSS","0",""
"26",40119,"94","90","4","","NSS","0",""
"26",40199,"84","64","","","15","","5"
"26",40200,"0","0","0","","0","0",""
"26",40300,"106","103","1","","NSS","NSS","2"
"26",40400,"16","15","0","","1","0",""
"26",40500,"10","10","0","","0","0",""
"26",40501,"NSS","NSS","0","","0","0",""
"26",40509,"NSS","NSS","0","","0","0",""
"26",40599,"10","10","","","","",""
"26",40600,"95","91","0","","4","0",""
"26",40700,"74","74","0","","0","0",""
"26",40900,"0","0","0","","0","0",""
"26",50100,"218","201","0","","17","0",""
"26",50200,"323","322","0","","1","0",""
"26",50900,"0","0","0","","0","0",""
"26",60100,"14","10","0","","2","NSS","2"
"26",60101,"14","10","0","","2","NSS","2"
"26",60102,"0","0","0","","0","0",""
"26",60103,"0","0","0","","0","0",""
"26",60104,"0","0","0","","0","0",""
"26",60105,"0","0","0","","0","0",""
"26",60106,"0","0","0","","0","0",""
"26",60109,"0","0","0","","0","0",""
"26",60199,"","","","","","",""
"26",60200,"0","0","0","","0","0",""
"26",60201,"0","0","0","","0","0",""
"26",60202,"0","0","0","","0","0",""
"26",60203,"0","0","0","","0","0",""
"26",60209,"0","0","0","","0","0",""
"26",60299,"","","","","","",""
"26",60300,"0","0","0","","0","0",""
"26",60400,"0","0","0","","0","0",""
"26",60900,"0","0","0","","0","0",""
"26",70100,"330","239","0","","88","NSS","3"
"26",70101,"144","88","0","","55","NSS","1"
"26",70102,"119","118","0","","1","0",""
"26",70103,"25","25","0","","0","0",""
"26",70104,"0","0","0","","0","0",""
"26",70109,"17","8","0","","9","0",""
"26",70199,"25","","","","23","","2"
"26",70200,"0","0","0","","0","0",""
"26",70201,"0","0","0","","0","0",""
"26",70202,"0","0","0","","0","0",""
"26",70203,"0","0","0","","0","0",""
"26",70204,"0","0","0","","0","0",""
"26",70205,"0","0","0","","0","0",""
"26",70206,"0","0","0","","0","0",""
"26",70209,"0","0","0","","0","0",""
"26",70299,"","","","","","",""
"26",70300,"0","0","0","","0","0",""
"26",70400,"8","5","0","","2","NSS","1"
"26",70500,"0","0","0","","0","0",""
"26",70600,"0","0","0","","0","0",""
"26",70900,"6","3","NSS","3","0","0",""
"26",80100,"22","14","NSS","8","0","0",""
"26",80101,"22","14","NSS","8","0","0",""
"26",80102,"0","0","0","","0","0",""
"26",80103,"0","0","0","","0","0",""
"26",80104,"0","0","0","","0","0",""
"26",80105,"0","0","0","","0","0",""
"26",80106,"0","0","0","","0","0",""
"26",80107,"0","0","0","","0","0",""
"26",80109,"0","0","0","","0","0",""
"26",80199,"","","","","","",""
"26",80200,"0","0","0","","0","0",""
"26",80201,"0","0","0","","0","0",""
"26",80209,"0","0","0","","0","0",""
"26",80299,"","","","","","",""
"26",80300,"0","0","0","","0","0",""
"26",80400,"0","0","0","","0","0",""
"26",80900,"7","5","0","","2","0",""
"26",90100,"22","20","0","","2","0",""
"26",90200,"15","9","2","","4","0",""
"26",90300,"2","2","0","","0","0",""
"26",90400,"11","11","0","","0","0",""
"26",90500,"0","0","0","","0","0",""
"26",90501,"0","0","0","","0","0",""
"26",90502,"0","0","0","","0","0",""
"26",90503,"0","0","0","","0","0",""
"26",90509,"0","0","0","","0","0",""
"26",90599,"","","","","","",""
"26",90600,"0","0","0","","0","0",""
"26",90700,"0","0","0","","0","0",""
"26",90701,"0","0","0","","0","0",""
"26",90709,"0","0","0","","0","0",""
"26",90799,"","","","","","",""
"26",90800,"0","0","0","","0","0",""
"26",90900,"0","0","0","","0","0",""
"26",91000,"0","0","0","","0","0",""
"26",91100,"0","0","0","","0","0",""
"26",91200,"15","14","0","","1","0",""
"26",91300,"0","0","0","","0","0",""
"26",91400,"0","0","0","","0","0",""
"26",91500,"0","0","0","","0","0",""
"26",91600,"0","0","0","","0","0",""
"26",91900,"87","83","NSS","1","3","0",""
"26",999999,"","","","","","",""
"27",10100,"48","NSS","NSS","","43","5",""
"27",10200,"8","NSS","NSS","","6","2",""
"27",10300,"1","NSS","NSS","","1","0",""
"27",10400,"112","NSS","NSS","","105","7",""
"27",10900,"NSS","NSS","NSS","","0","0",""
"27",20100,"4","NSS","NSS","","3","1",""
"27",20200,"NSS","NSS","NSS","","0","0",""
"27",20300,"3","NSS","NSS","","3","0",""
"27",20400,"NSS","NSS","NSS","","0","0",""
"27",20500,"NA","NA","NA","","NA","NA",""
"27",20600,"16","NSS","NSS","","16","0",""
"27",20601,"NSS","NSS","NSS","","NSS","0",""
"27",20602,"NSS","NSS","NSS","","NSS","0",""
"27",20603,"NSS","NSS","NSS","","NSS","0",""
"27",20604,"NSS","NSS","NSS","","NSS","0",""
"27",20609,"NSS","NSS","NSS","","NSS","0",""
"27",20699,"16","","","","16","",""
"27",20900,"NSS","NSS","NSS","","0","0",""
"27",30100,"3","NSS","NSS","","3","0",""
"27",30200,"NSS","NSS","NSS","","0","0",""
"27",30300,"1","NSS","NSS","","1","0",""
"27",30400,"28","NSS","NSS","","25","3",""
"27",30500,"NSS","NSS","NSS","","0","0",""
"27",30600,"1","NSS","NSS","","1","0",""
"27",30700,"NSS","NSS","NSS","","0","0",""
"27",30900,"56","NSS","NSS","","49","7",""
"27",40100,"176","NSS","NSS","","171","5",""
"27",40101,"NSS","NSS","NSS","","NSS","NSS",""
"27",40102,"NSS","NSS","NSS","","NSS","NSS",""
"27",40103,"NSS","NSS","NSS","","NSS","NSS",""
"27",40104,"NSS","NSS","NSS","","NSS","NSS",""
"27",40105,"NSS","NSS","NSS","","NSS","NSS",""
"27",40106,"NSS","NSS","NSS","","NSS","NSS",""
"27",40107,"NSS","NSS","NSS","","NSS","NSS",""
"27",40108,"NSS","NSS","NSS","","NSS","NSS",""
"27",40109,"NSS","NSS","NSS","","NSS","NSS",""
"27",40110,"NSS","NSS","NSS","","NSS","NSS",""
"27",40111,"NSS","NSS","NSS","","NSS","NSS",""
"27",40112,"NSS","NSS","NSS","","NSS","NSS",""
"27",40113,"NSS","NSS","NSS","","NSS","NSS",""
"27",40114,"1","NSS","NSS","","1","NSS",""
"27",40115,"NSS","NSS","NSS","","NSS","NSS",""
"27",40116,"NSS","NSS","NSS","","NSS","NSS",""
"27",40119,"NSS","NSS","NSS","","NSS","NSS",""
"27",40199,"175","","","","170","5",""
"27",40200,"NSS","NSS","NSS","","0","0",""
"27",40300,"4","NSS","NSS","","3","1",""
"27",40400,"2","NSS","NSS","","2","0",""
"27",40500,"7","NSS","NSS","","7","0",""
"27",40501,"NSS","NSS","NSS","","NSS","0",""
"27",40509,"NSS","NSS","NSS","","NSS","0",""
"27",40599,"7","","","","7","",""
"27",40600,"62","NSS","NSS","","59","3",""
"27",40700,"7","NSS","NSS","","7","0",""
"27",40900,"NSS","NSS","NSS","","0","0",""
"27",50100,"550","NSS","NSS","","549","1",""
"27",50200,"184","NSS","NSS","","179","5",""
"27",50900,"NSS","NSS","NSS","","0","0",""
"27",60100,"3","NSS","NSS","","3","0",""
"27",60101,"2","NSS","NSS","","2","0",""
"27",60102,"NSS","NSS","NSS","","0","0",""
"27",60103,"1","NSS","NSS","","1","0",""
"27",60104,"NSS","NSS","NSS","","0","0",""
"27",60105,"NSS","NSS","NSS","","0","0",""
"27",60106,"NSS","NSS","NSS","","0","0",""
"27",60109,"NSS","NSS","NSS","","0","0",""
"27",60199,"","","","","","",""
"27",60200,"NSS","NSS","NSS","","0","0",""
"27",60201,"NSS","NSS","NSS","","0","0",""
"27",60202,"NSS","NSS","NSS","","0","0",""
"27",60203,"NSS","NSS","NSS","","0","0",""
"27",60209,"NSS","NSS","NSS","","0","0",""
"27",60299,"","","","","","",""
"27",60300,"NSS","NSS","NSS","","0","0",""
"27",60400,"NSS","NSS","NSS","","0","0",""
"27",60900,"NSS","NSS","NSS","","0","0",""
"27",70100,"1","NSS","NSS","","1","0",""
"27",70101,"NSS","NSS","NSS","","NSS","0",""
"27",70102,"NSS","NSS","NSS","","NSS","0",""
"27",70103,"NSS","NSS","NSS","","NSS","0",""
"27",70104,"NSS","NSS","NSS","","NSS","0",""
"27",70109,"NSS","NSS","NSS","","NSS","0",""
"27",70199,"1","","","","1","",""
"27",70200,"NSS","NSS","NSS","","0","0",""
"27",70201,"NSS","NSS","NSS","","0","0",""
"27",70202,"NSS","NSS","NSS","","0","0",""
"27",70203,"NSS","NSS","NSS","","0","0",""
"27",70204,"NSS","NSS","NSS","","0","0",""
"27",70205,"NSS","NSS","NSS","","0","0",""
"27",70206,"NSS","NSS","NSS","","0","0",""
"27",70209,"NSS","NSS","NSS","","0","0",""
"27",70299,"","","","","","",""
"27",70300,"NSS","NSS","NSS","","0","0",""
"27",70400,"9","NSS","NSS","","9","0",""
"27",70500,"NSS","NSS","NSS","","0","0",""
"27",70600,"NSS","NSS","NSS","","0","0",""
"27",70900,"4","NSS","NSS","","3","1",""
"27",80100,"1","NSS","NSS","","1","0",""
"27",80101,"NSS","NSS","NSS","","0","0",""
"27",80102,"NSS","NSS","NSS","","0","0",""
"27",80103,"NSS","NSS","NSS","","0","0",""
"27",80104,"NSS","NSS","NSS","","0","0",""
"27",80105,"NSS","NSS","NSS","","0","0",""
"27",80106,"NSS","NSS","NSS","","0","0",""
"27",80107,"NSS","NSS","NSS","","0","0",""
"27",80109,"1","NSS","NSS","","1","0",""
"27",80199,"","","","","","",""
"27",80200,"NSS","NSS","NSS","","0","0",""
"27",80201,"NSS","NSS","NSS","","0","0",""
"27",80209,"NSS","NSS","NSS","","0","0",""
"27",80299,"","","","","","",""
"27",80300,"NSS","NSS","NSS","","0","0",""
"27",80400,"NSS","NSS","NSS","","0","0",""
"27",80900,"2","NSS","NSS","","2","0",""
"27",90100,"6","NSS","NSS","","5","1",""
"27",90200,"6","NSS","NSS","","6","0",""
"27",90300,"NSS","NSS","NSS","","0","0",""
"27",90400,"1","NSS","NSS","","1","0",""
"27",90500,"NSS","NSS","NSS","","0","0",""
"27",90501,"NSS","NSS","NSS","","0","0",""
"27",90502,"NSS","NSS","NSS","","0","0",""
"27",90503,"NSS","NSS","NSS","","0","0",""
"27",90509,"NSS","NSS","NSS","","0","0",""
"27",90599,"","","","","","",""
"27",90600,"NSS","NSS","NSS","","0","0",""
"27",90700,"NSS","NSS","NSS","","0","0",""
"27",90701,"NSS","NSS","NSS","","0","0",""
"27",90709,"NSS","NSS","NSS","","0","0",""
"27",90799,"","","","","","",""
"27",90800,"NSS","NSS","NSS","","0","0",""
"27",90900,"NSS","NSS","NSS","","0","0",""
"27",91000,"NSS","NSS","NSS","","0","0",""
"27",91100,"NSS","NSS","NSS","","0","0",""
"27",91200,"3","NSS","NSS","","3","0",""
"27",91300,"NSS","NSS","NSS","","0","0",""
"27",91400,"NSS","NSS","NSS","","0","0",""
"27",91500,"NSS","NSS","NSS","","0","0",""
"27",91600,"NSS","NSS","NSS","","0","0",""
"27",91900,"18","NSS","NSS","","16","2",""
"27",999999,"522","","","","","","522"
"28",10100,"79","64","NSS","15","0","0",""
"28",10200,"4","4","0","","0","0",""
"28",10300,"0","0","0","","0","0",""
"28",10400,"99","30","NSS","29","18","15","7"
"28",10900,"2","2","0","","0","0",""
"28",20100,"0","0","0","","0","0",""
"28",20200,"1","0","0","","1","0",""
"28",20300,"1","1","0","","0","0",""
"28",20400,"0","0","0","","0","0",""
"28",20500,"0","0","0","","0","0",""
"28",20600,"100","69","NSS","31","0","0",""
"28",20601,"NSS","NSS","NSS","","0","0",""
"28",20602,"NSS","NSS","NSS","","0","0",""
"28",20603,"NSS","NSS","NSS","","0","0",""
"28",20604,"NSS","NSS","NSS","","0","0",""
"28",20609,"NSS","NSS","NSS","","0","0",""
"28",20699,"100","69","","31","","",""
"28",20900,"0","0","0","","0","0",""
"28",30100,"7","0","0","","4","NSS","3"
"28",30200,"1","0","0","","NSS","NSS","1"
"28",30300,"0","0","0","","0","0",""
"28",30400,"26","14","NSS","12","0","0",""
"28",30500,"7","6","NSS","1","0","0",""
"28",30600,"3","0","0","","3","0",""
"28",30700,"0","0","0","","0","0",""
"28",30900,"12","9","NSS","3","0","0",""
"28",40100,"187","99","NSS","52","28","NSS","8"
"28",40101,"NSS","NSS","NSS","","0","0",""
"28",40102,"14","11","NSS","3","0","0",""
"28",40103,"NSS","NSS","NSS","","0","0",""
"28",40104,"NSS","NSS","NSS","","0","0",""
"28",40105,"NSS","NSS","NSS","","0","0",""
"28",40106,"NSS","NSS","NSS","","0","0",""
"28",40107,"NSS","NSS","NSS","","0","0",""
"28",40108,"NSS","NSS","NSS","","0","0",""
"28",40109,"36","NSS","NSS","","28","NSS","8"
"28",40110,"NSS","NSS","NSS","","0","0",""
"28",40111,"NSS","NSS","NSS","","0","0",""
"28",40112,"NSS","NSS","NSS","","0","0",""
"28",40113,"NSS","NSS","NSS","","0","0",""
"28",40114,"NSS","NSS","NSS","","0","0",""
"28",40115,"NSS","NSS","NSS","","0","0",""
"28",40116,"NSS","NSS","NSS","","0","0",""
"28",40119,"NSS","NSS","NSS","","0","0",""
"28",40199,"137","88","","49","","",""
"28",40200,"0","0","0","","0","0",""
"28",40300,"30","13","1","16","0","0",""
"28",40400,"11","5","NSS","3","2","NSS","1"
"28",40500,"9","5","NSS","4","0","0",""
"28",40501,"NSS","NSS","NSS","","0","0",""
"28",40509,"NSS","NSS","NSS","","0","0",""
"28",40599,"9","5","","4","","",""
"28",40600,"82","13","NSS","9","18","35","7"
"28",40700,"11","10","NSS","1","0","0",""
"28",40900,"0","0","0","","0","0",""
"28",50100,"12","8","NSS","4","0","0",""
"28",50200,"34","25","NSS","9","0","0",""
"28",50900,"0","0","0","","0","0",""
"28",60100,"131","11","0","","87","15","18"
"28",60101,"11","11","0","","0","0",""
"28",60102,"0","0","0","","0","0",""
"28",60103,"0","0","0","","0","0",""
"28",60104,"114","0","0","","83","15","16"
"28",60105,"0","0","0","","0","0",""
"28",60106,"0","0","0","","0","0",""
"28",60109,"6","0","0","","4","NSS","2"
"28",60199,"","","","","","",""
"28",60200,"0","0","0","","0","0",""
"28",60201,"0","0","0","","0","0",""
"28",60202,"0","0","0","","0","0",""
"28",60203,"0","0","0","","0","0",""
"28",60209,"0","0","0","","0","0",""
"28",60299,"","","","","","",""
"28",60300,"0","0","0","","0","0",""
"28",60400,"0","0","0","","0","0",""
"28",60900,"0","0","0","","0","0",""
"28",70100,"88","63","NSS","25","0","0",""
"28",70101,"NSS","NSS","NSS","","0","0",""
"28",70102,"NSS","NSS","NSS","","0","0",""
"28",70103,"NSS","NSS","NSS","","0","0",""
"28",70104,"NSS","NSS","NSS","","0","0",""
"28",70109,"NSS","NSS","NSS","","0","0",""
"28",70199,"88","63","","25","","",""
"28",70200,"0","0","0","","0","0",""
"28",70201,"0","0","0","","0","0",""
"28",70202,"0","0","0","","0","0",""
"28",70203,"0","0","0","","0","0",""
"28",70204,"0","0","0","","0","0",""
"28",70205,"0","0","0","","0","0",""
"28",70206,"0","0","0","","0","0",""
"28",70209,"0","0","0","","0","0",""
"28",70299,"","","","","","",""
"28",70300,"0","0","0","","0","0",""
"28",70400,"22","12","NSS","9","1","0",""
"28",70500,"0","0","0","","0","0",""
"28",70600,"0","0","0","","0","0",""
"28",70900,"155","34","1","27","54","NSS","39"
"28",80100,"194","3","NSS","2","134","5","50"
"28",80101,"193","2","NSS","2","134","5","50"
"28",80102,"0","0","0","","0","0",""
"28",80103,"0","0","0","","0","0",""
"28",80104,"0","0","0","","0","0",""
"28",80105,"0","0","0","","0","0",""
"28",80106,"0","0","0","","0","0",""
"28",80107,"0","0","0","","0","0",""
"28",80109,"1","1","0","","0","0",""
"28",80199,"","","","","","",""
"28",80200,"0","0","0","","0","0",""
"28",80201,"0","0","0","","0","0",""
"28",80209,"0","0","0","","0","0",""
"28",80299,"","","","","","",""
"28",80300,"0","0","0","","0","0",""
"28",80400,"0","0","0","","0","0",""
"28",80900,"72","40","NSS","32","0","0",""
"28",90100,"12","NSS","NSS","2","5","NSS","5"
"28",90200,"6","2","0","","3","NSS","1"
"28",90300,"26","12","1","7","4","NSS","2"
"28",90400,"15","9","NSS","6","0","0",""
"28",90500,"17","0","0","","7","NSS","10"
"28",90501,"NSS","0","0","","NSS","NSS",""
"28",90502,"NSS","0","0","","NSS","NSS",""
"28",90503,"NSS","0","0","","NSS","NSS",""
"28",90509,"NSS","0","0","","NSS","NSS",""
"28",90599,"17","","","","7","","10"
"28",90600,"0","0","0","","0","0",""
"28",90700,"0","0","0","","0","0",""
"28",90701,"0","0","0","","0","0",""
"28",90709,"0","0","0","","0","0",""
"28",90799,"","","","","","",""
"28",90800,"0","0","0","","0","0",""
"28",90900,"0","0","0","","0","0",""
"28",91000,"0","0","0","","0","0",""
"28",91100,"0","0","0","","0","0",""
"28",91200,"27","20","NSS","7","0","0",""
"28",91300,"0","0","0","","0","0",""
"28",91400,"0","0","0","","0","0",""
"28",91500,"0","0","0","","0","0",""
"28",91600,"0","0","0","","0","0",""
"28",91900,"429","73","17","64","202","6","67"
"28",999999,"2637","","","2637","","",""
"29",10100,"77","71","2","","4","0",""
"29",10200,"0","0","0","","0","0",""
"29",10300,"0","0","0","","0","0",""
"29",10400,"296","269","NSS","4","20","NSS","3"
"29",10900,"5","5","0","","0","0",""
