entidad,delitos,delregtt,delreg1,delreg2
"01",91400,"NSS","NSS","NSS"
"01",91500,"NSS","NSS","NSS"
"01",91600,"NSS","NSS","NSS"
"01",91900,"NSS","NSS","NSS"
"01",999999,"546","469","77"
"02",10100,"104","104","0"
"02",10200,"2","2","0"
"02",10300,"0","0","0"
"02",10400,"519","519","0"
"02",10900,"18","18","0"
"02",20100,"24","24","0"
"02",20200,"0","0","0"
"02",20300,"15","15","0"
"02",20400,"0","0","0"
"02",20500,"0","0","0"
"02",20600,"4","4","0"
"02",20601,"4","4","0"
"02",20602,"0","0","0"
"02",20603,"0","0","0"
"02",20604,"0","0","0"
"02",20609,"0","0","0"
"02",20699,"","",""
"02",20900,"0","0","0"
"02",30100,"76","76","0"
"02",30200,"0","0","0"
"02",30300,"2","2","0"
"02",30400,"13","13","0"
"02",30500,"27","27","0"
"02",30600,"1","1","0"
"02",30700,"0","0","0"
"02",30900,"13","13","0"
"02",40100,"1869","1869","0"
"02",40101,"195","195","0"
"02",40102,"418","418","0"
"02",40103,"429","429","0"
"02",40104,"27","27","0"
"02",40105,"377","377","0"
"02",40106,"1","1","0"
"02",40107,"0","0","0"
"02",40108,"1","1","0"
"02",40109,"0","0","0"
"02",40110,"1","1","0"
"02",40111,"0","0","0"
"02",40112,"1","1","0"
"02",40113,"297","297","0"
"02",40114,"0","0","0"
"02",40115,"0","0","0"
"02",40116,"0","0","0"
"02",40119,"122","122","0"
"02",40199,"","",""
"02",40200,"0","0","0"
"02",40300,"39","39","0"
"02",40400,"19","19","0"
"02",40500,"0","0","0"
"02",40501,"0","0","0"
"02",40509,"0","0","0"
"02",40599,"","",""
"02",40600,"268","268","0"
"02",40700,"27","27","0"
"02",40900,"7","7","0"
"02",50100,"371","371","0"
"02",50200,"116","116","0"
"02",50900,"1","1","0"
"02",60100,"5","5","0"
"02",60101,"5","5","0"
"02",60102,"0","0","0"
"02",60103,"0","0","0"
"02",60104,"0","0","0"
"02",60105,"0","0","0"
"02",60106,"0","0","0"
"02",60109,"0","0","0"
"02",60199,"","",""
"02",60200,"0","0","0"
"02",60201,"0","0","0"
"02",60202,"0","0","0"
"02",60203,"0","0","0"
"02",60209,"0","0","0"
"02",60299,"","",""
"02",60300,"0","0","0"
"02",60400,"0","0","0"
"02",60900,"1","1","0"
"02",70100,"249","249","0"
"02",70101,"234","234","0"
"02",70102,"9","9","0"
"02",70103,"5","5","0"
"02",70104,"1","1","0"
"02",70109,"0","0","0"
"02",70199,"","",""
"02",70200,"0","0","0"
"02",70201,"0","0","0"
"02",70202,"0","0","0"
"02",70203,"0","0","0"
"02",70204,"0","0","0"
"02",70205,"0","0","0"
"02",70206,"0","0","0"
"02",70209,"0","0","0"
"02",70299,"","",""
"02",70300,"1","1","0"
"02",70400,"333","333","0"
"02",70500,"0","0","0"
"02",70600,"0","0","0"
"02",70900,"1","1","0"
"02",80100,"2","2","0"
"02",80101,"0","0","0"
"02",80102,"1","1","0"
"02",80103,"1","1","0"
"02",80104,"0","0","0"
"02",80105,"0","0","0"
"02",80106,"0","0","0"
"02",80107,"0","0","0"
"02",80109,"0","0","0"
"02",80199,"","",""
"02",80200,"1","1","0"
"02",80201,"0","0","0"
"02",80209,"1","1","0"
"02",80299,"","",""
"02",80300,"0","0","0"
"02",80400,"0","0","0"
"02",80900,"1","1","0"
"02",90100,"20","20","0"
"02",90200,"222","222","0"
"02",90300,"1","1","0"
"02",90400,"6","6","0"
"02",90500,"0","0","0"
"02",90501,"0","0","0"
"02",90502,"0","0","0"
"02",90503,"0","0","0"
"02",90509,"0","0","0"
"02",90599,"","",""
"02",90600,"0","0","0"
"02",90700,"0","0","0"
"02",90701,"0","0","0"
"02",90709,"0","0","0"
"02",90799,"","",""
"02",90800,"0","0","0"
"02",90900,"0","0","0"
"02",91000,"0","0","0"
"02",91100,"0","0","0"
"02",91200,"3","3","0"
"02",91300,"1","1","0"
"02",91400,"0","0","0"
"02",91500,"0","0","0"
"02",91600,"0","0","0"
"02",91900,"520","520","0"
"02",999999,"","",""
"03",10100,"NSS","NSS","NSS"
"03",10200,"NSS","NSS","NSS"
"03",10300,"NSS","NSS","NSS"
"03",10400,"NSS","NSS","NSS"
"03",10900,"NSS","NSS","NSS"
"03",20100,"NSS","NSS","NSS"
"03",20200,"NSS","NSS","NSS"
"03",20300,"NSS","NSS","NSS"
"03",20400,"NSS","NSS","NSS"
"03",20500,"NSS","NSS","NSS"
"03",20600,"NSS","NSS","NSS"
"03",20601,"NSS","NSS","NSS"
"03",20602,"NSS","NSS","NSS"
"03",20603,"NSS","NSS","NSS"
"03",20604,"NSS","NSS","NSS"
"03",20609,"NSS","NSS","NSS"
"03",20699,"","",""
"03",20900,"NSS","NSS","NSS"
"03",30100,"NSS","NSS","NSS"
"03",30200,"NSS","NSS","NSS"
"03",30300,"NSS","NSS","NSS"
"03",30400,"NSS","NSS","NSS"
"03",30500,"NSS","NSS","NSS"
"03",30600,"NSS","NSS","NSS"
"03",30700,"NSS","NSS","NSS"
"03",30900,"NSS","NSS","NSS"
"03",40100,"NSS","NSS","NSS"
"03",40101,"NSS","NSS","NSS"
"03",40102,"NSS","NSS","NSS"
"03",40103,"NSS","NSS","NSS"
"03",40104,"NSS","NSS","NSS"
"03",40105,"NSS","NSS","NSS"
"03",40106,"NSS","NSS","NSS"
"03",40107,"NSS","NSS","NSS"
"03",40108,"NSS","NSS","NSS"
"03",40109,"NSS","NSS","NSS"
"03",40110,"NSS","NSS","NSS"
"03",40111,"NSS","NSS","NSS"
"03",40112,"NSS","NSS","NSS"
"03",40113,"NSS","NSS","NSS"
"03",40114,"NSS","NSS","NSS"
"03",40115,"NSS","NSS","NSS"
"03",40116,"NSS","NSS","NSS"
"03",40119,"NSS","NSS","NSS"
"03",40199,"","",""
"03",40200,"0","0","0"
"03",40300,"NSS","NSS","NSS"
"03",40400,"NSS","NSS","NSS"
"03",40500,"NSS","NSS","NSS"
"03",40501,"NSS","NSS","NSS"
"03",40509,"NSS","NSS","NSS"
"03",40599,"","",""
"03",40600,"NSS","NSS","NSS"
"03",40700,"NSS","NSS","NSS"
"03",40900,"NSS","NSS","NSS"
"03",50100,"NSS","NSS","NSS"
"03",50200,"NSS","NSS","NSS"
"03",50900,"NSS","NSS","NSS"
"03",60100,"NSS","NSS","NSS"
"03",60101,"NSS","NSS","NSS"
"03",60102,"NSS","NSS","NSS"
"03",60103,"NSS","NSS","NSS"
"03",60104,"NSS","NSS","NSS"
"03",60105,"NSS","NSS","NSS"
"03",60106,"NSS","NSS","NSS"
"03",60109,"NSS","NSS","NSS"
"03",60199,"","",""
"03",60200,"NSS","NSS","NSS"
"03",60201,"NSS","NSS","NSS"
"03",60202,"NSS","NSS","NSS"
"03",60203,"NSS","NSS","NSS"
"03",60209,"NSS","NSS","NSS"
"03",60299,"","",""
"03",60300,"NSS","NSS","NSS"
"03",60400,"NSS","NSS","NSS"
"03",60900,"NSS","NSS","NSS"
"03",70100,"NSS","NSS","NSS"
"03",70101,"NSS","NSS","NSS"
"03",70102,"NSS","NSS","NSS"
"03",70103,"NSS","NSS","NSS"
"03",70104,"NSS","NSS","NSS"
"03",70109,"NSS","NSS","NSS"
"03",70199,"","",""
"03",70200,"0","0","0"
"03",70201,"0","0","0"
"03",70202,"0","0","0"
"03",70203,"0","0","0"
"03",70204,"0","0","0"
"03",70205,"0","0","0"
"03",70206,"0","0","0"
"03",70209,"0","0","0"
"03",70299,"","",""
"03",70300,"NSS","NSS","NSS"
"03",70400,"NSS","NSS","NSS"
"03",70500,"0","0","0"
"03",70600,"0","0","0"
"03",70900,"NSS","NSS","NSS"
"03",80100,"NSS","NSS","NSS"
"03",80101,"NSS","NSS","NSS"
"03",80102,"NSS","NSS","NSS"
"03",80103,"NSS","NSS","NSS"
"03",80104,"NSS","NSS","NSS"
"03",80105,"NSS","NSS","NSS"
"03",80106,"NSS","NSS","NSS"
"03",80107,"NSS","NSS","NSS"
"03",80109,"NSS","NSS","NSS"
"03",80199,"","",""
"03",80200,"NSS","NSS","NSS"
"03",80201,"0","0","0"
"03",80209,"NSS","NSS","NSS"
"03",80299,"","",""
"03",80300,"NSS","NSS","NSS"
"03",80400,"NSS","NSS","NSS"
"03",80900,"NSS","NSS","NSS"
"03",90100,"NSS","NSS","NSS"
"03",90200,"NSS","NSS","NSS"
"03",90300,"NSS","NSS","NSS"
"03",90400,"NSS","NSS","NSS"
"03",90500,"NSS","NSS","NSS"
"03",90501,"NSS","NSS","NSS"
"03",90502,"NSS","NSS","NSS"
"03",90503,"NSS","NSS","NSS"
"03",90509,"NSS","NSS","NSS"
"03",90599,"","",""
"03",90600,"NSS","NSS","NSS"
"03",90700,"0","0","0"
"03",90701,"0","0","0"
"03",90709,"0","0","0"
"03",90799,"","",""
"03",90800,"0","0","0"
"03",90900,"NSS","NSS","NSS"
"03",91000,"NSS","NSS","NSS"
"03",91100,"NSS","NSS","NSS"
"03",91200,"NSS","NSS","NSS"
"03",91300,"NSS","NSS","NSS"
"03",91400,"NSS","NSS","NSS"
"03",91500,"NSS","NSS","NSS"
"03",91600,"NSS","NSS","NSS"
"03",91900,"NSS","NSS","NSS"
"03",999999,"","",""
"04",10100,"15","11","4"
"04",10200,"1","1","0"
"04",10300,"0","0","0"
"04",10400,"20","20","0"
"04",10900,"0","0","0"
"04",20100,"1","0","1"
"04",20200,"0","0","0"
"04",20300,"0","0","0"
"04",20400,"NA","NA","NA"
"04",20500,"0","0","0"
"04",20600,"2","2","0"
"04",20601,"2","2","0"
"04",20602,"0","0","0"
"04",20603,"0","0","0"
"04",20604,"0","0","0"
"04",20609,"0","0","0"
"04",20699,"","",""
"04",20900,"0","0","0"
"04",30100,"5","5","0"
"04",30200,"NA","NA","NA"
"04",30300,"NA","NA","NA"
"04",30400,"1","1","0"
"04",30500,"12","10","2"
"04",30600,"3","3","0"
"04",30700,"NA","NA","NA"
"04",30900,"0","0","0"
"04",40100,"56","44","12"
"04",40101,"3","2","1"
"04",40102,"16","11","5"
"04",40103,"11","8","3"
"04",40104,"1","1","0"
"04",40105,"0","0","0"
"04",40106,"0","0","0"
"04",40107,"0","0","0"
"04",40108,"0","0","0"
"04",40109,"0","0","0"
"04",40110,"0","0","0"
"04",40111,"0","0","0"
"04",40112,"0","0","0"
"04",40113,"0","0","0"
"04",40114,"0","0","0"
"04",40115,"0","0","0"
"04",40116,"0","0","0"
"04",40119,"25","22","3"
"04",40199,"","",""
"04",40200,"0","0","0"
"04",40300,"7","6","1"
"04",40400,"3","3","0"
"04",40500,"0","0","0"
"04",40501,"0","0","0"
"04",40509,"0","0","0"
"04",40599,"","",""
"04",40600,"20","20","0"
"04",40700,"5","5","0"
"04",40900,"0","0","0"
"04",50100,"7","7","0"
"04",50200,"26","26","0"
"04",50900,"0","0","0"
"04",60100,"1","1","0"
"04",60101,"1","1","0"
"04",60102,"0","0","0"
"04",60103,"0","0","0"
"04",60104,"0","0","0"
"04",60105,"0","0","0"
"04",60106,"0","0","0"
"04",60109,"0","0","0"
"04",60199,"","",""
"04",60200,"0","0","0"
"04",60201,"0","0","0"
"04",60202,"0","0","0"
"04",60203,"0","0","0"
"04",60209,"0","0","0"
"04",60299,"","",""
"04",60300,"0","0","0"
"04",60400,"0","0","0"
"04",60900,"0","0","0"
"04",70100,"14","14","0"
"04",70101,"6","6","0"
"04",70102,"8","8","0"
"04",70103,"0","0","0"
"04",70104,"0","0","0"
"04",70109,"0","0","0"
"04",70199,"","",""
"04",70200,"0","0","0"
"04",70201,"0","0","0"
"04",70202,"0","0","0"
"04",70203,"0","0","0"
"04",70204,"0","0","0"
"04",70205,"0","0","0"
"04",70206,"0","0","0"
"04",70209,"0","0","0"
"04",70299,"","",""
"04",70300,"0","0","0"
"04",70400,"0","0","0"
"04",70500,"0","0","0"
"04",70600,"0","0","0"
"04",70900,"0","0","0"
"04",80100,"3","3","0"
"04",80101,"3","3","0"
"04",80102,"0","0","0"
"04",80103,"0","0","0"
"04",80104,"0","0","0"
"04",80105,"0","0","0"
"04",80106,"0","0","0"
"04",80107,"0","0","0"
"04",80109,"0","0","0"
"04",80199,"","",""
"04",80200,"0","0","0"
"04",80201,"0","0","0"
"04",80209,"0","0","0"
"04",80299,"","",""
"04",80300,"0","0","0"
"04",80400,"0","0","0"
"04",80900,"0","0","0"
"04",90100,"0","0","0"
"04",90200,"2","2","0"
"04",90300,"0","0","0"
"04",90400,"0","0","0"
"04",90500,"0","0","0"
"04",90501,"0","0","0"
"04",90502,"0","0","0"
"04",90503,"0","0","0"
"04",90509,"0","0","0"
"04",90599,"","",""
"04",90600,"0","0","0"
"04",90700,"0","0","0"
"04",90701,"0","0","0"
"04",90709,"0","0","0"
"04",90799,"","",""
"04",90800,"0","0","0"
"04",90900,"0","0","0"
"04",91000,"0","0","0"
"04",91100,"0","0","0"
"04",91200,"0","0","0"
"04",91300,"0","0","0"
"04",91400,"0","0","0"
"04",91500,"0","0","0"
"04",91600,"0","0","0"
"04",91900,"4","4","0"
"04",999999,"","",""
"05",10100,"66","66","NSS"
"05",10200,"NSS","NSS","NSS"
"05",10300,"NSS","NSS","NSS"
"05",10400,"958","958","NSS"
"05",10900,"1","1","NSS"
"05",20100,"NSS","NSS","NSS"
"05",20200,"NSS","NSS","NSS"
"05",20300,"NSS","NSS","NSS"
"05",20400,"NSS","NSS","NSS"
"05",20500,"NSS","NSS","NSS"
"05",20600,"NSS","NSS","NSS"
"05",20601,"NSS","NSS","NSS"
"05",20602,"NSS","NSS","NSS"
"05",20603,"NSS","NSS","NSS"
"05",20604,"NSS","NSS","NSS"
"05",20609,"NSS","NSS","NSS"
"05",20699,"","",""
"05",20900,"NSS","NSS","NSS"
"05",30100,"10","10","NSS"
"05",30200,"5","5","NSS"
"05",30300,"NSS","NSS","NSS"
"05",30400,"NSS","NSS","NSS"
"05",30500,"NSS","NSS","NSS"
"05",30600,"NSS","NSS","NSS"
"05",30700,"NSS","NSS","NSS"
"05",30900,"NSS","NSS","NSS"
"05",40100,"12","12","NSS"
"05",40101,"NSS","NSS","NSS"
"05",40102,"NSS","NSS","NSS"
"05",40103,"NSS","NSS","NSS"
"05",40104,"NSS","NSS","NSS"
"05",40105,"NSS","NSS","NSS"
"05",40106,"NSS","NSS","NSS"
"05",40107,"NSS","NSS","NSS"
"05",40108,"NSS","NSS","NSS"
"05",40109,"NSS","NSS","NSS"
"05",40110,"NSS","NSS","NSS"
"05",40111,"NSS","NSS","NSS"
"05",40112,"NSS","NSS","NSS"
"05",40113,"NSS","NSS","NSS"
"05",40114,"12","12","NSS"
"05",40115,"NSS","NSS","NSS"
"05",40116,"NSS","NSS","NSS"
"05",40119,"NSS","NSS","NSS"
"05",40199,"","",""
"05",40200,"0","0","0"
"05",40300,"34","34","NSS"
"05",40400,"55","55","NSS"
"05",40500,"NSS","NSS","NSS"
"05",40501,"NSS","NSS","NSS"
"05",40509,"NSS","NSS","NSS"
"05",40599,"","",""
"05",40600,"2162","2162","NSS"
"05",40700,"14","14","NSS"
"05",40900,"19","19","NSS"
"05",50100,"NSS","NSS","NSS"
"05",50200,"30","30","NSS"
"05",50900,"NSS","NSS","NSS"
"05",60100,"NSS","NSS","NSS"
"05",60101,"NSS","NSS","NSS"
"05",60102,"NSS","NSS","NSS"
"05",60103,"NSS","NSS","NSS"
"05",60104,"NSS","NSS","NSS"
"05",60105,"NSS","NSS","NSS"
"05",60106,"NSS","NSS","NSS"
"05",60109,"NSS","NSS","NSS"
"05",60199,"","",""
"05",60200,"NSS","NSS","NSS"
"05",60201,"NSS","NSS","NSS"
"05",60202,"NSS","NSS","NSS"
"05",60203,"NSS","NSS","NSS"
"05",60209,"NSS","NSS","NSS"
"05",60299,"","",""
"05",60300,"2","2","NSS"
"05",60400,"NSS","NSS","NSS"
"05",60900,"NSS","NSS","NSS"
"05",70100,"NSS","NSS","NSS"
"05",70101,"NSS","NSS","NSS"
"05",70102,"NSS","NSS","NSS"
"05",70103,"NSS","NSS","NSS"
"05",70104,"NSS","NSS","NSS"
"05",70109,"NSS","NSS","NSS"
"05",70199,"","",""
"05",70200,"0","0","0"
"05",70201,"0","0","0"
"05",70202,"0","0","0"
"05",70203,"0","0","0"
"05",70204,"0","0","0"
"05",70205,"0","0","0"
"05",70206,"0","0","0"
"05",70209,"0","0","0"
"05",70299,"","",""
"05",70300,"NSS","NSS","NSS"
"05",70400,"49","49","NSS"
"05",70500,"0","0","0"
"05",70600,"0","0","0"
"05",70900,"2859","2859","NSS"
"05",80100,"102","102","NSS"
"05",80101,"NSS","NSS","NSS"
"05",80102,"NSS","NSS","NSS"
"05",80103,"102","102","NSS"
"05",80104,"NSS","NSS","NSS"
"05",80105,"NSS","NSS","NSS"
"05",80106,"NSS","NSS","NSS"
"05",80107,"NSS","NSS","NSS"
"05",80109,"NSS","NSS","NSS"
"05",80199,"","",""
"05",80200,"0","0","0"
"05",80201,"0","0","0"
"05",80209,"0","0","0"
"05",80299,"","",""
"05",80300,"NSS","NSS","NSS"
"05",80400,"NSS","NSS","NSS"
"05",80900,"NSS","NSS","NSS"
"05",90100,"274","274","NSS"
"05",90200,"87","87","NSS"
"05",90300,"1","1","NSS"
"05",90400,"130","130","NSS"
"05",90500,"NSS","NSS","NSS"
"05",90501,"NSS","NSS","NSS"
"05",90502,"NSS","NSS","NSS"
"05",90503,"NSS","NSS","NSS"
"05",90509,"NSS","NSS","NSS"
"05",90599,"","",""
"05",90600,"NSS","NSS","NSS"
"05",90700,"0","0","0"
"05",90701,"0","0","0"
"05",90709,"0","0","0"
"05",90799,"","",""
"05",90800,"0","0","0"
"05",90900,"NSS","NSS","NSS"
"05",91000,"NSS","NSS","NSS"
"05",91100,"NSS","NSS","NSS"
"05",91200,"NSS","NSS","NSS"
"05",91300,"NSS","NSS","NSS"
"05",91400,"NSS","NSS","NSS"
"05",91500,"NSS","NSS","NSS"
"05",91600,"NSS","NSS","NSS"
"05",91900,"18","18","NSS"
"05",999999,"","",""
"06",10100,"NSS","NSS","NSS"
"06",10200,"NSS","NSS","NSS"
"06",10300,"NSS","NSS","NSS"
"06",10400,"NSS","NSS","NSS"
"06",10900,"NSS","NSS","NSS"
"06",20100,"NSS","NSS","NSS"
"06",20200,"NSS","NSS","NSS"
"06",20300,"NSS","NSS","NSS"
"06",20400,"NSS","NSS","NSS"
"06",20500,"NSS","NSS","NSS"
"06",20600,"NSS","NSS","NSS"
"06",20601,"NSS","NSS","NSS"
"06",20602,"NSS","NSS","NSS"
"06",20603,"NSS","NSS","NSS"
"06",20604,"NSS","NSS","NSS"
"06",20609,"NSS","NSS","NSS"
"06",20699,"","",""
"06",20900,"NSS","NSS","NSS"
"06",30100,"NSS","NSS","NSS"
"06",30200,"NSS","NSS","NSS"
"06",30300,"NSS","NSS","NSS"
"06",30400,"NSS","NSS","NSS"
"06",30500,"NSS","NSS","NSS"
"06",30600,"NSS","NSS","NSS"
"06",30700,"NSS","NSS","NSS"
"06",30900,"NSS","NSS","NSS"
"06",40100,"NSS","NSS","NSS"
"06",40101,"NSS","NSS","NSS"
"06",40102,"NSS","NSS","NSS"
"06",40103,"NSS","NSS","NSS"
"06",40104,"NSS","NSS","NSS"
"06",40105,"NSS","NSS","NSS"
"06",40106,"NSS","NSS","NSS"
"06",40107,"NSS","NSS","NSS"
"06",40108,"NSS","NSS","NSS"
"06",40109,"NSS","NSS","NSS"
"06",40110,"NSS","NSS","NSS"
"06",40111,"NSS","NSS","NSS"
"06",40112,"NSS","NSS","NSS"
"06",40113,"NSS","NSS","NSS"
"06",40114,"NSS","NSS","NSS"
"06",40115,"NSS","NSS","NSS"
"06",40116,"NSS","NSS","NSS"
"06",40119,"NSS","NSS","NSS"
"06",40199,"","",""
"06",40200,"NSS","NSS","NSS"
"06",40300,"NSS","NSS","NSS"
"06",40400,"NSS","NSS","NSS"
"06",40500,"NSS","NSS","NSS"
"06",40501,"NSS","NSS","NSS"
"06",40509,"NSS","NSS","NSS"
"06",40599,"","",""
"06",40600,"NSS","NSS","NSS"
"06",40700,"NSS","NSS","NSS"
"06",40900,"NSS","NSS","NSS"
"06",50100,"NSS","NSS","NSS"
"06",50200,"NSS","NSS","NSS"
"06",50900,"NSS","NSS","NSS"
"06",60100,"NSS","NSS","NSS"
"06",60101,"NSS","NSS","NSS"
"06",60102,"NSS","NSS","NSS"
"06",60103,"NSS","NSS","NSS"
"06",60104,"NSS","NSS","NSS"
"06",60105,"NSS","NSS","NSS"
"06",60106,"NSS","NSS","NSS"
"06",60109,"NSS","NSS","NSS"
"06",60199,"","",""
"06",60200,"NSS","NSS","NSS"
"06",60201,"NSS","NSS","NSS"
"06",60202,"NSS","NSS","NSS"
"06",60203,"NSS","NSS","NSS"
"06",60209,"NSS","NSS","NSS"
"06",60299,"","",""
"06",60300,"NSS","NSS","NSS"
"06",60400,"NSS","NSS","NSS"
"06",60900,"NSS","NSS","NSS"
"06",70100,"NSS","NSS","NSS"
"06",70101,"NSS","NSS","NSS"
"06",70102,"NSS","NSS","NSS"
"06",70103,"NSS","NSS","NSS"
"06",70104,"NSS","NSS","NSS"
"06",70109,"NSS","NSS","NSS"
"06",70199,"","",""
"06",70200,"NSS","NSS","NSS"
"06",70201,"NSS","NSS","NSS"
"06",70202,"NSS","NSS","NSS"
"06",70203,"NSS","NSS","NSS"
"06",70204,"NSS","NSS","NSS"
"06",70205,"NSS","NSS","NSS"
"06",70206,"NSS","NSS","NSS"
"06",70209,"NSS","NSS","NSS"
"06",70299,"","",""
"06",70300,"NSS","NSS","NSS"
"06",70400,"NSS","NSS","NSS"
"06",70500,"NSS","NSS","NSS"
"06",70600,"NSS","NSS","NSS"
"06",70900,"NSS","NSS","NSS"
"06",80100,"NSS","NSS","NSS"
"06",80101,"NSS","NSS","NSS"
"06",80102,"NSS","NSS","NSS"
"06",80103,"NSS","NSS","NSS"
"06",80104,"NSS","NSS","NSS"
"06",80105,"NSS","NSS","NSS"
"06",80106,"NSS","NSS","NSS"
"06",80107,"NSS","NSS","NSS"
"06",80109,"NSS","NSS","NSS"
"06",80199,"","",""
"06",80200,"NSS","NSS","NSS"
"06",80201,"NSS","NSS","NSS"
"06",80209,"NSS","NSS","NSS"
"06",80299,"","",""
"06",80300,"NSS","NSS","NSS"
"06",80400,"NSS","NSS","NSS"
"06",80900,"NSS","NSS","NSS"
"06",90100,"NSS","NSS","NSS"
"06",90200,"NSS","NSS","NSS"
"06",90300,"NSS","NSS","NSS"
"06",90400,"NSS","NSS","NSS"
"06",90500,"NSS","NSS","NSS"
"06",90501,"NSS","NSS","NSS"
"06",90502,"NSS","NSS","NSS"
"06",90503,"NSS","NSS","NSS"
"06",90509,"NSS","NSS","NSS"
"06",90599,"","",""
"06",90600,"NSS","NSS","NSS"
"06",90700,"NSS","NSS","NSS"
"06",90701,"NSS","NSS","NSS"
"06",90709,"NSS","NSS","NSS"
"06",90799,"","",""
"06",90800,"NSS","NSS","NSS"
"06",90900,"NSS","NSS","NSS"
"06",91000,"NSS","NSS","NSS"
"06",91100,"NSS","NSS","NSS"
"06",91200,"NSS","NSS","NSS"
"06",91300,"NSS","NSS","NSS"
"06",91400,"NSS","NSS","NSS"
"06",91500,"NSS","NSS","NSS"
"06",91600,"NSS","NSS","NSS"
"06",91900,"NSS","NSS","NSS"
"06",999999,"7382","7083","299"
"07",10100,"61","48","13"
"07",10200,"9","5","4"
"07",10300,"0","0","0"
"07",10400,"27","27","0"
"07",10900,"0","0","0"
"07",20100,"5","3","2"
"07",20200,"1","1","0"
"07",20300,"4","4","0"
"07",20400,"0","0","0"
"07",20500,"0","0","0"
"07",20600,"5","5","0"
"07",20601,"5","5","0"
"07",20602,"0","0","0"
"07",20603,"0","0","0"
"07",20604,"0","0","0"
"07",20609,"0","0","0"
"07",20699,"","",""
"07",20900,"0","0","0"
"07",30100,"22","22","0"
"07",30200,"0","0","0"
"07",30300,"2","2","0"
"07",30400,"23","22","1"
"07",30500,"5","5","0"
"07",30600,"0","0","0"
"07",30700,"0","0","0"
"07",30900,"0","0","0"
"07",40100,"253","240","13"
"07",40101,"0","0","0"
"07",40102,"39","38","1"
"07",40103,"35","34","1"
"07",40104,"2","2","0"
"07",40105,"75","73","2"
"07",40106,"4","4","0"
"07",40107,"0","0","0"
"07",40108,"9","8","1"
"07",40109,"0","0","0"
"07",40110,"1","1","0"
"07",40111,"2","2","0"
"07",40112,"0","0","0"
"07",40113,"55","50","5"
"07",40114,"7","7","0"
"07",40115,"0","0","0"
"07",40116,"0","0","0"
"07",40119,"24","21","3"
"07",40199,"","",""
"07",40200,"0","0","0"
"07",40300,"9","9","0"
"07",40400,"2","2","0"
"07",40500,"3","3","0"
"07",40501,"1","1","0"
"07",40509,"2","2","0"
"07",40599,"","",""
"07",40600,"41","41","0"
"07",40700,"1","1","0"
"07",40900,"0","0","0"
"07",50100,"33","33","0"
"07",50200,"21","21","0"
"07",50900,"1","1","0"
"07",60100,"1","1","0"
"07",60101,"1","1","0"
"07",60102,"0","0","0"
"07",60103,"0","0","0"
"07",60104,"0","0","0"
"07",60105,"0","0","0"
"07",60106,"0","0","0"
"07",60109,"0","0","0"
"07",60199,"","",""
"07",60200,"4","4","0"
"07",60201,"4","4","0"
"07",60202,"0","0","0"
"07",60203,"0","0","0"
"07",60209,"0","0","0"
"07",60299,"","",""
"07",60300,"0","0","0"
"07",60400,"0","0","0"
"07",60900,"0","0","0"
"07",70100,"56","56","0"
"07",70101,"13","13","0"
"07",70102,"0","0","0"
"07",70103,"41","41","0"
"07",70104,"2","2","0"
"07",70109,"0","0","0"
"07",70199,"","",""
"07",70200,"0","0","0"
"07",70201,"0","0","0"
"07",70202,"0","0","0"
"07",70203,"0","0","0"
"07",70204,"0","0","0"
"07",70205,"0","0","0"
"07",70206,"0","0","0"
"07",70209,"0","0","0"
"07",70299,"","",""
"07",70300,"0","0","0"
"07",70400,"5","5","0"
"07",70500,"0","0","0"
"07",70600,"0","0","0"
"07",70900,"7","7","0"
"07",80100,"1","1","0"
"07",80101,"0","0","0"
"07",80102,"0","0","0"
"07",80103,"0","0","0"
"07",80104,"0","0","0"
"07",80105,"0","0","0"
"07",80106,"0","0","0"
"07",80107,"1","1","0"
"07",80109,"0","0","0"
"07",80199,"","",""
"07",80200,"1","1","0"
"07",80201,"0","0","0"
"07",80209,"1","1","0"
"07",80299,"","",""
"07",80300,"0","0","0"
"07",80400,"0","0","0"
"07",80900,"0","0","0"
"07",90100,"2","2","0"
"07",90200,"2","2","0"
"07",90300,"1","1","0"
"07",90400,"1","1","0"
"07",90500,"0","0","0"
"07",90501,"0","0","0"
"07",90502,"0","0","0"
"07",90503,"0","0","0"
"07",90509,"0","0","0"
"07",90599,"","",""
"07",90600,"56","56","0"
"07",90700,"0","0","0"
"07",90701,"0","0","0"
"07",90709,"0","0","0"
"07",90799,"","",""
"07",90800,"0","0","0"
"07",90900,"0","0","0"
"07",91000,"0","0","0"
"07",91100,"2","2","0"
"07",91200,"2","2","0"
"07",91300,"0","0","0"
"07",91400,"0","0","0"
"07",91500,"0","0","0"
"07",91600,"0","0","0"
"07",91900,"1","1","0"
"07",999999,"","",""
"08",10100,"335","316","19"
"08",10200,"NA","NA","NA"
"08",10300,"2","2","0"
"08",10400,"1240","1237","3"
"08",10900,"64","42","22"
"08",20100,"37","34","3"
"08",20200,"0","0","0"
"08",20300,"117","116","1"
"08",20400,"NA","NA","NA"
"08",20500,"3","3","0"
"08",20600,"0","0","0"
"08",20601,"0","0","0"
"08",20602,"0","0","0"
"08",20603,"0","0","0"
"08",20604,"0","0","0"
"08",20609,"0","0","0"
"08",20699,"","",""
"08",20900,"0","0","0"
"08",30100,"251","250","1"
"08",30200,"0","0","0"
"08",30300,"11","11","0"
