entidad,delitos,cecccd1,cecccd2,cecccd3,cecccd4,cecccd5,cecccd6,cecccd7,cecccd8,cecccd9,cecccd10,cecccd11,cecccd12,cecccd13,cecccd14,cecccd15,cecccd16,cecccd17,cecccd18,cecccd19,cecccd20,cecccd21,cecccd22,cecccd23,cecccd24,cecccd25,cecccd26,cecccd27,cecccd28,cecccd29,cecccd30,cecccd31,cecccd32,cecccd33,cecccd34,cecccd35,cecccd36,cecccd37,cecccd38,cecccd39,cecccd40,cecccd41,cecccd42,cecccd45,cecccd46,cecccd47,cecccd48,cecccd49,cecccd50,cecccd51,cecccd52,cecccd53,cecccd54,cecccd55,cecccd56
"02",80299,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02",80300,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",80400,"1","0","8","0","","","NSS","0","NSS","0","9","","NSS","0","NSS","0","NSS","0","9","","9","0","0","0","","","9","0","0","0","","","9","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",80900,"10","0","0","0","","","NSS","0","NSS","0","10","","NSS","0","NSS","0","NSS","0","10","","10","0","0","0","","","10","0","0","0","","","10","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",90100,"1364","0","0","0","","","NSS","0","NSS","0","1364","","NSS","0","NSS","0","NSS","0","1364","","1364","0","0","0","","","1364","0","0","0","","","1364","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",90200,"623","0","0","0","","","NSS","0","NSS","0","623","","NSS","0","NSS","0","NSS","0","623","","623","0","0","0","","","623","0","0","0","","","623","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",90300,"52","0","0","0","","","NSS","0","NSS","0","52","","NSS","0","NSS","0","NSS","0","52","","52","0","0","0","","","52","0","0","0","","","52","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",90400,"154","0","0","0","","","NSS","0","NSS","0","154","","NSS","0","NSS","0","NSS","0","154","","154","0","0","0","","","154","0","0","0","","","154","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",90500,"17","0","0","0","","","NSS","0","NSS","0","17","","NSS","0","NSS","0","NSS","0","17","","17","0","0","0","","","17","0","0","0","","","17","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",90501,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",90502,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",90503,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",90509,"17","0","0","0","","","NSS","0","NSS","0","17","","NSS","0","NSS","0","NSS","0","17","","17","0","0","0","","","17","0","0","0","","","17","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",90599,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02",90600,"6","0","0","0","","","NSS","0","NSS","0","6","","NSS","0","NSS","0","NSS","0","6","","6","0","0","0","","","6","0","0","0","","","6","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",90700,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",90701,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",90709,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",90799,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02",90800,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",90900,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",91000,"0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","","","0","0","0","0","","","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02",91100,"1","0","0","0","","","NSS","0","NSS","0","1","","NSS","0","NSS","0","NSS","0","1","","1","0","0","0","","","1","0","0","0","","","1","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",91200,"1","0","0","0","","","NSS","0","NSS","0","1","","NSS","0","NSS","0","NSS","0","1","","1","0","0","0","","","1","0","0","0","","","1","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",91300,"15","0","0","0","","","NSS","0","NSS","0","15","","NSS","0","NSS","0","NSS","0","15","","15","0","0","0","","","15","0","0","0","","","15","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",91400,"0","0","232","0","","","NSS","0","NSS","0","232","","NSS","0","NSS","0","NSS","0","232","","232","0","0","0","","","232","0","0","0","","","232","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",91500,"89","0","0","0","","","NSS","0","NSS","0","89","","NSS","0","NSS","0","NSS","0","89","","89","0","0","0","","","89","0","0","0","","","89","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",91600,"20","0","0","0","","","NSS","0","NSS","0","20","","NSS","0","NSS","0","NSS","0","20","","20","0","0","0","","","20","0","0","0","","","20","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",91900,"934","0","15","0","","","NSS","0","NSS","0","949","","NSS","0","NSS","0","NSS","0","949","","885","0","64","0","","","936","0","13","0","","","949","0","0","0","0","0","0","0","0","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0","NSS","0"
"02",999999,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03",10100,"NSS","NSS","NSS","NSS","235","","NSS","NSS","NSS","NSS","235","","NSS","NSS","NSS","NSS","NSS","NSS","235","","NSS","NSS","NSS","NSS","235","","NSS","NSS","NSS","NSS","235","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"03",10200,"NSS","NSS","NSS","NSS","","","NSS","NSS","NSS","NSS","","","NSS","NSS","NSS","NSS","NSS","NSS","","","NSS","NSS","NSS","NSS","","","NSS","NSS","NSS","NSS","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"03",10300,"NSS","NSS","NSS","NSS","2","","NSS","NSS","NSS","NSS","2","","NSS","NSS","NSS","NSS","NSS","NSS","2","","NSS","NSS","NSS","NSS","2","","NSS","NSS","NSS","NSS","2","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"03",10400,"NSS","NSS","NSS","NSS","1234","","NSS","NSS","NSS","NSS","1234","","NSS","NSS","NSS","NSS","NSS","NSS","1234","","NSS","NSS","NSS","NSS","1234","","NSS","NSS","NSS","NSS","1234","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"03",10900,"NSS","NSS","NSS","NSS","19","","NSS","NSS","NSS","NSS","19","","NSS","NSS","NSS","NSS","NSS","NSS","19","","NSS","NSS","NSS","NSS","19","","NSS","NSS","NSS","NSS","19","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"03",20100,"NSS","NSS","NSS","NSS","59","","NSS","NSS","NSS","NSS","59","","NSS","NSS","NSS","NSS","NSS","NSS","59","","NSS","NSS","NSS","NSS","59","","NSS","NSS","NSS","NSS","59","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
